	Query strain ID	Array strain ID	P-value	Combined mutant fitness	Combined mutant fitness standard deviation	g1	g2	g3
317153	YGR206W+YDL227C_tm3351	YDR052C_tsa162	0.4979	0.7741	0.0744	YDL227C	YDR052C	YGR206W
48710	YDL227C+YDL091C_tm2931	YLR135W_dma3225	0.4979	0.9827	0.044	YDL091C	YDL227C	YLR135W
193878	YDL227C+YOR064C_tm2891	YGL212W_dma1732	0.4979	0.6176	0.0672	YDL227C	YGL212W	YOR064C
79306	YDL227C+YHL029C_tm2827	YOR264W_dma4664	0.4979	1.0247	0.0437	YDL227C	YHL029C	YOR264W
207194	YDL227C+YOR269W_tm2899	YGL203C_dma1738	0.4979	0.8482	0.1706	YDL227C	YGL203C	YOR269W
335540	YHR119W+YDL227C_tm3287	YER153C_dma1445	0.4979	0.6458	0.1559	YDL227C	YER153C	YHR119W
265140	YDR363W+YDL227C_tm3182	YBR043C_dma207	0.4979	0.8585	0.0312	YBR043C	YDL227C	YDR363W
371603	YJR053W+YDL227C_tm3229	YHR167W_dma2216	0.4979	0.9573	0.0497	YDL227C	YHR167W	YJR053W
76281	YDL227C+YGR206W_tm2807	YFL038C_tsa591	0.4979	0.843	0.0825	YDL227C	YFL038C	YGR206W
217541	YDL227C+YPL115C_tm2907	YJL124C_dma2513	0.4978	0.7835	0.0293	YDL227C	YJL124C	YPL115C
57930	YDL227C+YDR254W_tm2750	YPR189W_dma5153	0.4978	0.9606	0.0454	YDL227C	YDR254W	YPR189W
76891	YDL227C+YGR206W_tm2807	YNR007C_dma4210	0.4978	0.8906	0.0347	YDL227C	YGR206W	YNR007C
103608	YDL227C+YJL170C_tm2840	YGL016W_dma1602	0.4978	0.8898	0.08	YDL227C	YGL016W	YJL170C
76572	YDL227C+YGR206W_tm2807	YKL008C_dma2737	0.4978	0.9581	0.0457	YDL227C	YGR206W	YKL008C
265888	YDR363W+YDL227C_tm3182	YMR026C_dma3642	0.4978	0.7454	0.0551	YDL227C	YDR363W	YMR026C
48404	YDL227C+YDL091C_tm2931	YGR202C_dma1963	0.4978	0.9812	0.0379	YDL091C	YDL227C	YGR202C
63615	YDL227C+YER118C_tm2936	YCR008W_dma533	0.4978	0.8922	0.0921	YCR008W	YDL227C	YER118C
362458	YJL030W+YDL227C_tm3211	YPL076W_tsa462	0.4978	0.7379	0.0918	YDL227C	YJL030W	YPL076W
391260	YLR014C+YDL227C_tm3233	YJR082C_dma2657	0.4977	0.9371	0.041	YDL227C	YJR082C	YLR014C
248649	YDR016C+YDL227C_tm3261	YLL049W_dma3092	0.4977	0.9106	0.1338	YDL227C	YDR016C	YLL049W
382012	YKL051W+YDL227C_tm3059	YPR189W_dma5153	0.4977	0.9292	0.0779	YDL227C	YKL051W	YPR189W
27080	YCR008W+YDL227C_tm3155	YNL153C_dma4055	0.4977	0.7137	0.1152	YCR008W	YDL227C	YNL153C
44076	YDL227C+YBL041W_tm2790	YKL101W_dma2824	0.4977	0.9289	0.0693	YBL041W	YDL227C	YKL101W
76287	YDL227C+YGR206W_tm2807	YFR010W_dma1515	0.4977	0.7154	0.0416	YDL227C	YFR010W	YGR206W
26577	YCR008W+YDL227C_tm3155	YGR202C_dma1963	0.4977	0.8444	0.2849	YCR008W	YDL227C	YGR202C
317818	YGR206W+YDL227C_tm3351	YML095C_dma3598	0.4977	0.966	0.0973	YDL227C	YGR206W	YML095C
12327	YBR070C+YDL227C_tm3275	YLR325C_dma3367	0.4977	0.8485	0.0368	YBR070C	YDL227C	YLR325C
202193	YDL227C+YOR195W_tm2896	YNL136W_dma4040	0.4977	0.7809	0.0284	YDL227C	YNL136W	YOR195W
2736	YAR003W+YDL227C_tm3286	YHR067W_dma2135	0.4976	0.6344	0.1261	YAR003W	YDL227C	YHR067W
361461	YJL030W+YDL227C_tm3211	YBL047C_dma126	0.4976	0.9405	0.064	YBL047C	YDL227C	YJL030W
59981	YDL227C+YDR363W_tm2820	YOL086C_dma5363	0.4976	0.8371	0.0257	YDL227C	YDR363W	YOL086C
232580	YDL227C+YPR075C_tm2921	YNL041C_dma3970	0.4976	0.9046	0.0565	YDL227C	YNL041C	YPR075C
102570	YDL227C+YJL154C_tm2838	YGR179C_tsa227	0.4976	0.7121	0.0376	YDL227C	YGR179C	YJL154C
221409	YDL227C+YPL241C_tm2914	YAR003W_dma67	0.4975	0.8351	0.0451	YAR003W	YDL227C	YPL241C
304626	YGL212W+YDL227C_tm3417	YJL030W_dma2472	0.4975	0.6662	0.0494	YDL227C	YGL212W	YJL030W
231047	YDL227C+YPR065W_tm2919	YHR167W_dma2216	0.4975	0.9924	0.0538	YDL227C	YHR167W	YPR065W
401962	YLR119W+YDL227C_tm3122	YFL048C_dma1505	0.4975	0.8957	0.0997	YDL227C	YFL048C	YLR119W
396259	YLR059C+YDL227C_tm3204	YKL207W_dma2914	0.4975	0.9894	0.0414	YDL227C	YKL207W	YLR059C
81074	YDL227C+YHR012W_tm2809	YJL030W_dma2472	0.4975	0.8632	0.1178	YDL227C	YHR012W	YJL030W
293779	YGL016W+YDL227C_tm3141	YNL041C_dma3970	0.4975	0.9339	0.0632	YDL227C	YGL016W	YNL041C
74807	YDL227C+YGR196C_tm2939	YAR003W_dma67	0.4975	0.8801	0.0552	YAR003W	YDL227C	YGR196C
317403	YGR206W+YDL227C_tm3351	YGR015C_dma1795	0.4974	1.0124	0.0444	YDL227C	YGR015C	YGR206W
377013	YJR125C+YDL227C_tm3055	YOR195W_dma4587	0.4974	0.9857	0.0327	YDL227C	YJR125C	YOR195W
143437	YDL227C+YML107C_tm2865	YLR325C_dma3367	0.4974	0.7319	0.0683	YDL227C	YLR325C	YML107C
217581	YDL227C+YPL115C_tm2907	YJR082C_dma2657	0.4974	0.8816	0.0459	YDL227C	YJR082C	YPL115C
500442	YPR189W+YDL227C_tm3291	YJL123C_dma2514	0.4974	0.9111	0.0608	YDL227C	YJL123C	YPR189W
143735	YDL227C+YML107C_tm2865	YPR079W_dma5083	0.4974	0.7723	0.1043	YDL227C	YML107C	YPR079W
362192	YJL030W+YDL227C_tm3211	YML017W_dma3519	0.4974	0.9365	0.0276	YDL227C	YJL030W	YML017W
362314	YJL030W+YDL227C_tm3211	YNL107W_dma4012	0.4974	0.913	0.0736	YDL227C	YJL030W	YNL107W
401743	YLR119W+YDL227C_tm3122	YCR083W_dma595	0.4974	0.9369	0.0693	YCR083W	YDL227C	YLR119W
115142	YDL227C+YKL116C_tm2845	YLR172C_dma3252	0.4974	0.8909	0.0733	YDL227C	YKL116C	YLR172C
376774	YJR125C+YDL227C_tm3055	YLR360W_dma3386	0.4973	0.8471	0.0537	YDL227C	YJR125C	YLR360W
433601	YMR028W+YDL227C_tm3095	YHR142W_dma2174	0.4973	0.8508	0.0399	YDL227C	YHR142W	YMR028W
76922	YDL227C+YGR206W_tm2807	YOL092W_dma4375	0.4973	0.9489	0.0504	YDL227C	YGR206W	YOL092W
317065	YGR206W+YDL227C_tm3351	YBR216C_dma369	0.4973	0.9651	0.0556	YBR216C	YDL227C	YGR206W
265367	YDR363W+YDL227C_tm3182	YFL010W-A_dma5284	0.4973	0.8409	0.0309	YDL227C	YDR363W	YFL010W-A
133101	YDL227C+YLR325C_tm2858	YJR050W_dma2630	0.4973	0.9867	0.0678	YDL227C	YJR050W	YLR325C
143385	YDL227C+YML107C_tm2865	YLR085C_dma3157	0.4973	0.6594	0.028	YDL227C	YLR085C	YML107C
401189	YLR119W+YDL227C_tm3057	YKL208W_dma2913	0.4973	0.7961	0.0319	YDL227C	YKL208W	YLR119W
317820	YGR206W+YDL227C_tm3351	YML103C_dma3612	0.4973	0.805	0.0648	YDL227C	YGR206W	YML103C
363054	YJL030W+YDL227C_tm3288	YHR142W_dma2174	0.4973	0.9935	0.0887	YDL227C	YHR142W	YJL030W
317420	YGR206W+YDL227C_tm3351	YGR118W_dma1882	0.4973	0.8305	0.0428	YDL227C	YGR118W	YGR206W
77000	YDL227C+YGR206W_tm2807	YOR336W_tsa139	0.4972	0.7871	0.082	YDL227C	YGR206W	YOR336W
362686	YJL030W+YDL227C_tm3288	YDL074C_dma651	0.4972	0.59	0.1699	YDL074C	YDL227C	YJL030W
90564	YDL227C+YHR167W_tm2757	YOR027W_dma4442	0.4972	0.9355	0.0418	YDL227C	YHR167W	YOR027W
246913	YDL227C+YPR199C_tm2927	YHR191C_tsa323	0.4972	0.8937	0.047	YDL227C	YHR191C	YPR199C
401266	YLR119W+YDL227C_tm3057	YML023C_tsa1007	0.4972	0.6249	0.0419	YDL227C	YLR119W	YML023C
400847	YLR119W+YDL227C_tm3057	YFL021W_dma1479	0.4972	0.8763	0.0418	YDL227C	YFL021W	YLR119W
279327	YER106W+YDL227C_tm3243	YPR065W_dma5072	0.4972	1.0095	0.0663	YDL227C	YER106W	YPR065W
258727	YDR216W+YDL227C_tm3210	YBR098W_dma258	0.4971	0.9312	0.0738	YBR098W	YDL227C	YDR216W
60154	YDL227C+YDR363W_tm2820	YPR168W_tsa818	0.4971	0.597	0.0572	YDL227C	YDR363W	YPR168W
363177	YJL030W+YDL227C_tm3288	YLL004W_tsa351	0.4971	0.8014	0.0902	YDL227C	YJL030W	YLL004W
220757	YDL227C+YPL194W_tm2912	YGR166W_dma1941	0.4971	0.8989	0.045	YDL227C	YGR166W	YPL194W
361672	YJL030W+YDL227C_tm3211	YDR225W_dma988	0.4971	0.9036	0.0539	YDL227C	YDR225W	YJL030W
363233	YJL030W+YDL227C_tm3288	YLR173W_dma3251	0.4971	0.9772	0.0916	YDL227C	YJL030W	YLR173W
401694	YLR119W+YDL227C_tm3122	YBR194W_dma341	0.4971	0.8181	0.1115	YBR194W	YDL227C	YLR119W
59913	YDL227C+YDR363W_tm2820	YMR304W_dma3909	0.497	0.73	0.0718	YDL227C	YDR363W	YMR304W
340499	YHR142W+YDL227C_tm3160	YGL086W_dma1666	0.497	0.9956	0.0775	YDL227C	YGL086W	YHR142W
386252	YKL209C+YDL227C_tm3056	YHR191C_dma2228	0.497	0.9098	0.0546	YDL227C	YHR191C	YKL209C
373752	YJR082C+YDL227C_tm3192	YOR064C_dma4482	0.497	0.9039	0.0284	YDL227C	YJR082C	YOR064C
301150	YGL175C+YDL227C_tm3196	YDR216W_dma973	0.497	0.9637	0.0428	YDL227C	YDR216W	YGL175C
169699	YDL227C+YNL136W_tm2877	YCR095C_dma608	0.497	0.9603	0.0433	YCR095C	YDL227C	YNL136W
293859	YGL016W+YDL227C_tm3141	YOR038C_dma4455	0.497	0.9611	0.041	YDL227C	YGL016W	YOR038C
363440	YJL030W+YDL227C_tm3288	YOL018C_dma4304	0.4969	0.7685	0.1439	YDL227C	YJL030W	YOL018C
207470	YDL227C+YOR269W_tm2899	YKL207W_dma2914	0.4969	0.8751	0.0193	YDL227C	YKL207W	YOR269W
12012	YBR070C+YDL227C_tm3275	YHR012W_dma2078	0.4969	0.6885	0.0634	YBR070C	YDL227C	YHR012W
361929	YJL030W+YDL227C_tm3211	YHR012W_dma2078	0.4969	0.7382	0.0346	YDL227C	YHR012W	YJL030W
363226	YJL030W+YDL227C_tm3288	YLR137W_dma3223	0.4969	0.9961	0.0587	YDL227C	YJL030W	YLR137W
390780	YLR014C+YDL227C_tm3233	YDL091C_dma696	0.4969	0.9455	0.0269	YDL091C	YDL227C	YLR014C
318061	YGR206W+YDL227C_tm3351	YPL052W_dma4808	0.4969	0.9598	0.0557	YDL227C	YGR206W	YPL052W
381234	YKL051W+YDL227C_tm3059	YER164W_dma1461	0.4969	0.9029	0.0511	YDL227C	YER164W	YKL051W
436766	YMR055C+YDL227C_tm3214	YHR036W_tsa1038	0.4969	0.7373	0.0791	YDL227C	YHR036W	YMR055C
402486	YLR119W+YDL227C_tm3122	YNL067W_dma3975	0.4969	0.8056	0.0859	YDL227C	YLR119W	YNL067W
446742	YMR296C+YDL227C_tm3093	YOL090W_dma4377	0.4968	0.8317	0.1029	YDL227C	YMR296C	YOL090W
376834	YJR125C+YDL227C_tm3055	YMR055C_dma3666	0.4968	0.9557	0.0374	YDL227C	YJR125C	YMR055C
396448	YLR059C+YDL227C_tm3204	YNL051W_dma3963	0.4968	0.9161	0.0494	YDL227C	YLR059C	YNL051W
46315	YDL227C+YBR229C_tm2775	YKL116C_dma2836	0.4968	0.9188	0.0609	YBR229C	YDL227C	YKL116C
77063	YDL227C+YGR206W_tm2807	YPL262W_dma5014	0.4968	0.7661	0.0343	YDL227C	YGR206W	YPL262W
331023	YHR067W+YDL227C_tm3222	YML107C_dma3609	0.4968	0.7506	0.0593	YDL227C	YHR067W	YML107C
433662	YMR028W+YDL227C_tm3095	YJL053W_dma2482	0.4968	0.6715	0.0582	YDL227C	YJL053W	YMR028W
60926	YDL227C+YDR386W_tm2751	YML108W_dma3608	0.4968	0.9436	0.0249	YDL227C	YDR386W	YML108W
28753	YCR095C+YDL227C_tm3249	YNL041C_dma3970	0.4968	0.8696	0.0367	YCR095C	YDL227C	YNL041C
76149	YDL227C+YGR206W_tm2807	YDR180W_tsa66	0.4968	0.8405	0.0157	YDL227C	YDR180W	YGR206W
271999	YDR437W+YDL227C_tm3251	YJL053W_dma2482	0.4967	0.6926	0.0452	YDL227C	YDR437W	YJL053W
132996	YDL227C+YLR325C_tm2858	YHR156C_dma2188	0.4967	0.957	0.0302	YDL227C	YHR156C	YLR325C
103650	YDL227C+YJL170C_tm2840	YGL203C_dma1738	0.4967	0.9768	0.1257	YDL227C	YGL203C	YJL170C
266127	YDR363W+YDL227C_tm3182	YPL089C_dma4829	0.4967	0.8871	0.0357	YDL227C	YDR363W	YPL089C
378449	YJR140C+YDL227C_tm3206	YMR028W_tsa697	0.4967	0.7767	0.046	YDL227C	YJR140C	YMR028W
401840	YLR119W+YDL227C_tm3122	YDR217C_dma995	0.4967	0.865	0.0935	YDL227C	YDR217C	YLR119W
473040	YOR144C+YDL227C_tm3227	YML012W_dma3523	0.4966	1.0064	0.0226	YDL227C	YML012W	YOR144C
402613	YLR119W+YDL227C_tm3122	YOR334W_dma4739	0.4966	0.8607	0.0778	YDL227C	YLR119W	YOR334W
344048	YHR156C+YDL227C_tm3157	YLR018C_dma3113	0.4966	0.9607	0.0811	YDL227C	YHR156C	YLR018C
336437	YHR119W+YDL227C_tm3346	YBR255W_dma431	0.4966	0.8265	0.0453	YBR255W	YDL227C	YHR119W
184327	YDL227C+YOL111C_tm2745	YOR027W_dma4442	0.4966	1.0397	0.1097	YDL227C	YOL111C	YOR027W
402677	YLR119W+YDL227C_tm3122	YPL262W_dma5014	0.4966	0.7205	0.1007	YDL227C	YLR119W	YPL262W
364943	YJL053W+YDL227C_tm3124	YER106W_dma1397	0.4966	0.7512	0.0783	YDL227C	YER106W	YJL053W
400888	YLR119W+YDL227C_tm3057	YGL110C_dma1680	0.4966	0.8446	0.0387	YDL227C	YGL110C	YLR119W
71286	YDL227C+YGL213C_tm2976	YOR144C_dma4571	0.4965	0.9029	0.0838	YDL227C	YGL213C	YOR144C
140355	YDL227C+YML012W_tm2862	YPR079W_dma5083	0.4965	0.941	0.0626	YDL227C	YML012W	YPR079W
55338	YDL227C+YDR108W_tm2935	YKL206C_dma2915	0.4965	0.9046	0.025	YDL227C	YDR108W	YKL206C
483456	YOR336W+YDL227C_tm3092	YAR002W_dma68	0.4965	0.8721	0.0431	YAR002W	YDL227C	YOR336W
152230	YDL227C+YMR070W_tm2738	YJR082C_dma2657	0.4965	0.8551	0.0557	YDL227C	YJR082C	YMR070W
315897	YGR202C+YDL227C_tm3156	YJR050W_dma2630	0.4965	0.9651	0.0335	YDL227C	YGR202C	YJR050W
88847	YDL227C+YHR166C_tm2802	YGL086W_dma1666	0.4965	0.9218	0.0866	YDL227C	YGL086W	YHR166C
362031	YJL030W+YDL227C_tm3211	YKL116C_dma2836	0.4965	0.948	0.0497	YDL227C	YJL030W	YKL116C
59001	YDL227C+YDR279W_tm2818	YPL196W_dma4922	0.4965	1.0002	0.0353	YDL227C	YDR279W	YPL196W
362117	YJL030W+YDL227C_tm3211	YLR100W_tsa1172	0.4965	0.6809	0.0681	YDL227C	YJL030W	YLR100W
401630	YLR119W+YDL227C_tm3122	YBL041W_tsa1064	0.4965	0.7542	0.0909	YBL041W	YDL227C	YLR119W
484133	YOR336W+YDL227C_tm3092	YKL191W_dma2901	0.4965	0.8898	0.0279	YDL227C	YKL191W	YOR336W
198442	YDL227C+YOR142W_tm2895	YHR191C_tsa323	0.4964	0.9383	0.0413	YDL227C	YHR191C	YOR142W
150156	YDL227C+YMR036C_tm2771	YLR200W_dma3275	0.4964	0.6245	0.0324	YDL227C	YLR200W	YMR036C
44659	YDL227C+YBR098W_tm2759	YDL017W_tsa880	0.4964	0.8105	0.0884	YBR098W	YDL017W	YDL227C
265404	YDR363W+YDL227C_tm3182	YGL084C_dma1668	0.4964	0.7351	0.1262	YDL227C	YDR363W	YGL084C
80369	YDL227C+YHR004C_tm2828	YOL090W_dma4377	0.4964	0.8615	0.2416	YDL227C	YHR004C	YOL090W
42759	YDL227C+YAL059W_tm2946	YGR196C_dma1945	0.4964	0.981	0.047	YAL059W	YDL227C	YGR196C
363256	YJL030W+YDL227C_tm3288	YLR315W_dma3372	0.4964	0.8772	0.1772	YDL227C	YJL030W	YLR315W
401901	YLR119W+YDL227C_tm3122	YDR505C_dma1218	0.4964	0.8986	0.0548	YDL227C	YDR505C	YLR119W
124775	YDL227C+YLL049W_tm2853	YDL099W_dma691	0.4964	0.906	0.038	YDL099W	YDL227C	YLL049W
337259	YHR119W+YDL227C_tm3346	YNR032C-A_dma4259	0.4964	0.8826	0.029	YDL227C	YHR119W	YNR032C-A
312726	YGR179C+YDL227C_tm3117	YKL051W_dma2779	0.4963	0.8683	0.0508	YDL227C	YGR179C	YKL051W
362006	YJL030W+YDL227C_tm3211	YKL008C_dma2737	0.4963	0.9804	0.0651	YDL227C	YJL030W	YKL008C
462994	YOL117W+YDL227C_tm3299	YHL002W_dma2033	0.4963	0.9736	0.0174	YDL227C	YHL002W	YOL117W
126010	YDL227C+YLR102C_tm2764	YDR386W_dma1107	0.4963	0.9553	0.0221	YDL227C	YDR386W	YLR102C
317192	YGR206W+YDL227C_tm3351	YDR178W_dma951	0.4963	0.9544	0.1291	YDL227C	YDR178W	YGR206W
76730	YDL227C+YGR206W_tm2807	YLR333C_dma3383	0.4963	0.9166	0.0327	YDL227C	YGR206W	YLR333C
115742	YDL227C+YKL191W_tm2978	YDR108W_dma909	0.4963	0.8313	0.0293	YDL227C	YDR108W	YKL191W
49025	YDL227C+YDL091C_tm2931	YOR368W_dma4760	0.4963	0.9557	0.1156	YDL091C	YDL227C	YOR368W
432415	YMR004W+YDL227C_tm3064	YOL117W_dma4401	0.4963	0.856	0.0196	YDL227C	YMR004W	YOL117W
401953	YLR119W+YDL227C_tm3122	YFL010W-A_dma5284	0.4963	0.8615	0.0559	YDL227C	YFL010W-A	YLR119W
132796	YDL227C+YLR325C_tm2858	YER106W_dma1397	0.4963	0.9828	0.0294	YDL227C	YER106W	YLR325C
432487	YMR004W+YDL227C_tm3064	YOR336W_tsa139	0.4963	0.7128	0.0404	YDL227C	YMR004W	YOR336W
362239	YJL030W+YDL227C_tm3211	YMR106C_dma3705	0.4963	0.9712	0.0439	YDL227C	YJL030W	YMR106C
413	YAR002W+YDL227C_tm3180	YGL241W_dma1755	0.4963	0.9314	0.0363	YAR002W	YDL227C	YGL241W
42956	YDL227C+YAL059W_tm2946	YKL052C_tsa1002	0.4962	0.9577	0.0319	YAL059W	YDL227C	YKL052C
362531	YJL030W+YDL227C_tm3211	YPR183W_tsa330	0.4962	0.8431	0.055	YDL227C	YJL030W	YPR183W
335299	YHR119W+YDL227C_tm3287	YBR227C_dma404	0.4962	0.8279	0.129	YBR227C	YDL227C	YHR119W
202118	YDL227C+YOR195W_tm2896	YMR129W_dma3711	0.4962	0.921	0.0214	YDL227C	YMR129W	YOR195W
143710	YDL227C+YML107C_tm2865	YPL196W_dma4922	0.4962	0.7906	0.0441	YDL227C	YML107C	YPL196W
400806	YLR119W+YDL227C_tm3057	YER054C_dma1348	0.4962	0.8701	0.0479	YDL227C	YER054C	YLR119W
332655	YHR082C+YDL227C_tm3164	YLR347C_tsa226	0.4962	0.7601	0.0648	YDL227C	YHR082C	YLR347C
80028	YDL227C+YHR004C_tm2828	YKL051W_dma2779	0.4962	0.9002	0.0422	YDL227C	YHR004C	YKL051W
396587	YLR059C+YDL227C_tm3204	YOR368W_dma4760	0.4962	0.959	0.0282	YDL227C	YLR059C	YOR368W
62837	YDL227C+YDR469W_tm2972	YHR167W_dma2216	0.4962	0.9623	0.0799	YDL227C	YDR469W	YHR167W
59157	YDL227C+YDR363W_tm2820	YBR288C_dma450	0.4962	0.8187	0.0475	YBR288C	YDL227C	YDR363W
312834	YGR179C+YDL227C_tm3117	YLR119W_dma3215	0.4962	0.8061	0.0298	YDL227C	YGR179C	YLR119W
183496	YDL227C+YOL111C_tm2745	YDL091C_dma696	0.4962	1.0065	0.0414	YDL091C	YDL227C	YOL111C
265543	YDR363W+YDL227C_tm3182	YHR158C_dma2186	0.4961	0.8648	0.0257	YDL227C	YDR363W	YHR158C
317180	YGR206W+YDL227C_tm3351	YDR145W_tsa806	0.4961	0.5716	0.0546	YDL227C	YDR145W	YGR206W
317396	YGR206W+YDL227C_tm3351	YGL244W_dma1775	0.4961	0.5259	0.0142	YDL227C	YGL244W	YGR206W
220637	YDL227C+YPL194W_tm2912	YER164W_dma1461	0.4961	0.8929	0.049	YDL227C	YER164W	YPL194W
378445	YJR140C+YDL227C_tm3206	YMR004W_dma3614	0.4961	0.8546	0.0436	YDL227C	YJR140C	YMR004W
340938	YHR142W+YDL227C_tm3160	YMR055C_dma3666	0.4961	1.0335	0.0443	YDL227C	YHR142W	YMR055C
217467	YDL227C+YPL115C_tm2907	YHR166C_tsa86	0.4961	0.7776	0.05	YDL227C	YHR166C	YPL115C
64135	YDL227C+YER118C_tm2936	YKL116C_dma2836	0.4961	0.9425	0.0779	YDL227C	YER118C	YKL116C
365041	YJL053W+YDL227C_tm3124	YGL231C_dma1761	0.496	0.728	0.066	YDL227C	YGL231C	YJL053W
492035	YPL196W+YDL227C_tm3235	YGL241W_dma1755	0.496	0.9842	0.0671	YDL227C	YGL241W	YPL196W
401277	YLR119W+YDL227C_tm3057	YML071C_dma3583	0.496	0.8308	0.0717	YDL227C	YLR119W	YML071C
106286	YDL227C+YJR050W_tm2842	YMR028W_tsa697	0.496	0.8265	0.0482	YDL227C	YJR050W	YMR028W
370027	YJL123C+YDL227C_tm3060	YKL051W_dma2779	0.496	0.9432	0.0226	YDL227C	YJL123C	YKL051W
318136	YGR206W+YDL227C_tm3351	YPR167C_dma5140	0.496	0.9225	0.0373	YDL227C	YGR206W	YPR167C
99930	YDL227C+YJL124C_tm2837	YBR086C_dma5238	0.496	0.7837	0.0588	YBR086C	YDL227C	YJL124C
336511	YHR119W+YDL227C_tm3346	YDR016C_tsa1077	0.496	0.7842	0.0369	YDL227C	YDR016C	YHR119W
102764	YDL227C+YJL154C_tm2838	YKR048C_dma2953	0.496	0.7911	0.0428	YDL227C	YJL154C	YKR048C
42933	YDL227C+YAL059W_tm2946	YJR082C_dma2657	0.496	0.9583	0.033	YAL059W	YDL227C	YJR082C
119468	YDL227C+YKR048C_tm2849	YHR154W_dma2190	0.496	0.9099	0.0299	YDL227C	YHR154W	YKR048C
422240	YLR383W+YDL227C_tm3080	YHR036W_tsa1038	0.496	0.709	0.0491	YDL227C	YHR036W	YLR383W
407797	YLR200W+YDL227C_tm3413	YKL207W_dma2914	0.4959	0.6493	0.1112	YDL227C	YKL207W	YLR200W
335986	YHR119W+YDL227C_tm3287	YML007W_dma3505	0.4959	0.7726	0.1756	YDL227C	YHR119W	YML007W
150123	YDL227C+YMR036C_tm2771	YLR085C_dma3157	0.4959	0.8249	0.0484	YDL227C	YLR085C	YMR036C
336173	YHR119W+YDL227C_tm3287	YOR023C_dma4446	0.4959	0.8246	0.1249	YDL227C	YHR119W	YOR023C
376145	YJR125C+YDL227C_tm3055	YDL091C_dma696	0.4959	0.9251	0.0692	YDL091C	YDL227C	YJR125C
274552	YER002W+YIL064W_tm2520	YHR191C_tsa323	0.4959	0.8089	0.0466	YER002W	YHR191C	YIL064W
363526	YJL030W+YDL227C_tm3288	YOR304W_dma4700	0.4958	0.9529	0.1106	YDL227C	YJL030W	YOR304W
362472	YJL030W+YDL227C_tm3211	YPL149W_dma4878	0.4958	0.9139	0.0303	YDL227C	YJL030W	YPL149W
303266	YGL203C+YDL227C_tm3343	YLR135W_dma3225	0.4958	1.0267	0.0476	YDL227C	YGL203C	YLR135W
59652	YDL227C+YDR363W_tm2820	YKL087C_dma5201	0.4958	0.7348	0.0922	YDL227C	YDR363W	YKL087C
362792	YJL030W+YDL227C_tm3288	YDR354W_dma1082	0.4958	0.9841	0.1481	YDL227C	YDR354W	YJL030W
103729	YDL227C+YJL170C_tm2840	YHR004C_dma2082	0.4958	0.9202	0.0361	YDL227C	YHR004C	YJL170C
461665	YOL090W+YDL227C_tm3216	YLR200W_dma3275	0.4958	0.582	0.0527	YDL227C	YLR200W	YOL090W
59731	YDL227C+YDR363W_tm2820	YLR050C_dma3134	0.4958	0.8231	0.0392	YDL227C	YDR363W	YLR050C
492285	YPL196W+YDL227C_tm3235	YKL101W_dma2824	0.4958	1.0023	0.0726	YDL227C	YKL101W	YPL196W
126538	YDL227C+YLR102C_tm2764	YMR004W_dma3614	0.4958	0.9349	0.041	YDL227C	YLR102C	YMR004W
45599	YDL227C+YBR098W_tm2759	YOR368W_dma4760	0.4958	0.9148	0.1093	YBR098W	YDL227C	YOR368W
432215	YMR004W+YDL227C_tm3064	YLR014C_dma3117	0.4957	0.8376	0.0316	YDL227C	YLR014C	YMR004W
317129	YGR206W+YDL227C_tm3351	YDL088C_dma676	0.4957	0.9191	0.052	YDL088C	YDL227C	YGR206W
437094	YMR055C+YDL227C_tm3214	YLR410W_dma3437	0.4957	0.7857	0.0674	YDL227C	YLR410W	YMR055C
332468	YHR082C+YDL227C_tm3164	YJR050W_dma2630	0.4957	0.969	0.0396	YDL227C	YHR082C	YJR050W
335502	YHR119W+YDL227C_tm3287	YDR512C_dma1213	0.4957	0.5969	0.8867	YDL227C	YDR512C	YHR119W
59785	YDL227C+YDR363W_tm2820	YLR316C_tsa1150	0.4957	0.4551	0.0501	YDL227C	YDR363W	YLR316C
113541	YDL227C+YKL101W_tm2844	YDR216W_dma973	0.4957	0.9613	0.0318	YDL227C	YDR216W	YKL101W
60076	YDL227C+YDR363W_tm2820	YPL018W_dma4785	0.4956	0.8219	0.0888	YDL227C	YDR363W	YPL018W
76232	YDL227C+YGR206W_tm2807	YDR538W_dma1240	0.4956	0.9597	0.0494	YDL227C	YDR538W	YGR206W
336339	YHR119W+YDL227C_tm3346	YAL051W_dma39	0.4956	0.8462	0.0426	YAL051W	YDL227C	YHR119W
59475	YDL227C+YDR363W_tm2820	YHR017W_dma2097	0.4956	0.8209	0.0438	YDL227C	YDR363W	YHR017W
71653	YDL227C+YGL231C_tm2732	YDR216W_dma973	0.4956	0.9779	0.0193	YDL227C	YDR216W	YGL231C
378407	YJR140C+YDL227C_tm3206	YLR410W_dma3437	0.4956	0.7518	0.0552	YDL227C	YJR140C	YLR410W
149889	YDL227C+YMR036C_tm2771	YHR156C_dma2188	0.4956	0.9412	0.027	YDL227C	YHR156C	YMR036C
148870	YDL227C+YMR026C_tm2866	YJR053W_dma2650	0.4956	0.8464	0.03	YDL227C	YJR053W	YMR026C
171822	YDL227C+YNL153C_tm2982	YPR075C_dma5087	0.4956	0.8378	0.0466	YDL227C	YNL153C	YPR075C
